"","Agency.Name","Murder","Rape","Robbery","Agg.Assault","Burglary","Larceny","MVT","Arson","Month","Year"
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.205","CHARLESTOWN","0","0","0","0","0","2","0","0","1",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.206","CHARLESTOWN","0","1","0","1","0","1","1","0","2",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.207","CHARLESTOWN","NR","NR","NR","NR","NR","NR","NR","NR","3",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.208","CHARLESTOWN","NR","NR","NR","NR","NR","NR","NR","NR","4",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.209","CHARLESTOWN","NR","NR","NR","NR","NR","NR","NR","NR","5",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.210","CHARLESTOWN","NR","NR","NR","NR","NR","NR","NR","NR","6",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.211","CHARLESTOWN","NR","NR","NR","NR","NR","NR","NR","NR","7",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.212","CHARLESTOWN","NR","NR","NR","NR","NR","NR","NR","NR","8",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.213","CHARLESTOWN","NR","NR","NR","NR","NR","NR","NR","NR","9",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.214","CHARLESTOWN","NR","NR","NR","NR","NR","NR","NR","NR","10",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.215","CHARLESTOWN","NR","NR","NR","NR","NR","NR","NR","NR","11",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.216","CHARLESTOWN","NR","NR","NR","NR","NR","NR","NR","NR","12",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.217","COVENTRY","0","0","1","1","5","22","1","0","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.218","COVENTRY","0","1","0","0","1","20","0","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.219","COVENTRY","0","1","0","0","5","13","1","0","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.220","COVENTRY","0","0","0","0","4","16","1","0","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.221","COVENTRY","NR","1","0","1","4","20","1","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.222","COVENTRY","0","0","0","2","1","28","3","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.223","COVENTRY","NR","0","0","2","3","26","2","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.224","COVENTRY","NR","0","0","0","2","35","1","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.225","COVENTRY","0","1","0","2","1","35","7","0","9",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.226","COVENTRY","NR","2","0","1","1","39","1","0","10",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.227","COVENTRY","0","0","0","1","2","27","2","0","11",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.228","COVENTRY","0","0","0","0","4","23","0","0","12",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.229","COVENTRY","0","0","2","1","1","19","1","0","1",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.230","COVENTRY","0","0","0","1","2","24","2","0","2",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.231","COVENTRY","0","3","0","4","5","23","0","0","3",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.232","COVENTRY","1","2","0","1","1","21","5","0","4",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.233","COVENTRY","0","1","0","3","5","29","1","1","5",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.234","COVENTRY","0","2","0","1","3","26","1","0","6",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.235","COVENTRY","0","1","0","2","4","28","1","0","7",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.236","COVENTRY","0","0","0","0","6","30","0","0","8",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.237","COVENTRY","0","0","0","2","3","16","1","0","9",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.238","COVENTRY","NR","1","0","2","4","20","2","0","10",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.239","COVENTRY","NR","0","2","1","3","20","1","0","11",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.240","COVENTRY","0","0","0","0","1","28","4","2","12",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.241","COVENTRY","0","0","0","1","2","22","1","0","1",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.242","COVENTRY","0","0","0","0","0","33","0","0","2",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.243","COVENTRY","NR","NR","NR","NR","NR","NR","NR","NR","3",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.244","COVENTRY","NR","NR","NR","NR","NR","NR","NR","NR","4",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.245","COVENTRY","NR","NR","NR","NR","NR","NR","NR","NR","5",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.246","COVENTRY","NR","NR","NR","NR","NR","NR","NR","NR","6",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.247","COVENTRY","NR","NR","NR","NR","NR","NR","NR","NR","7",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.248","COVENTRY","NR","NR","NR","NR","NR","NR","NR","NR","8",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.249","COVENTRY","NR","NR","NR","NR","NR","NR","NR","NR","9",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.250","COVENTRY","NR","NR","NR","NR","NR","NR","NR","NR","10",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.251","COVENTRY","NR","NR","NR","NR","NR","NR","NR","NR","11",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.252","COVENTRY","NR","NR","NR","NR","NR","NR","NR","NR","12",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.253","CRANSTON","0","3","2","3","16","39","9","1","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.254","CRANSTON","0","2","1","5","7","40","2","1","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.255","CRANSTON","0","2","1","4","7","52","1","1","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.256","CRANSTON","0","1","0","3","3","60","2","0","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.257","CRANSTON","NR","1","0","2","7","65","7","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.258","CRANSTON","0","1","2","3","8","51","8","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.259","CRANSTON","NR","1","2","3","5","55","4","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.260","CRANSTON","NR","0","0","5","7","57","9","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.261","CRANSTON","0","1","1","6","7","73","5","0","9",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.262","CRANSTON","NR","3","1","2","11","77","9","0","10",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.263","CRANSTON","0","1","1","8","11","64","3","0","11",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.264","CRANSTON","0","3","1","7","11","70","6","0","12",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.265","CRANSTON","0","2","0","3","6","74","4","0","1",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.266","CRANSTON","0","1","0","5","13","31","4","1","2",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.267","CRANSTON","0","3","1","3","10","56","12","2","3",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.268","CRANSTON","0","0","0","6","12","57","8","2","4",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.269","CRANSTON","0","2","0","3","4","65","9","2","5",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.270","CRANSTON","0","1","2","5","10","56","6","0","6",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.271","CRANSTON","0","0","0","6","15","61","12","0","7",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.272","CRANSTON","0","2","1","4","11","53","9","1","8",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.273","CRANSTON","0","1","2","2","6","77","14","0","9",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.274","CRANSTON","NR","3","1","3","10","72","15","1","10",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.275","CRANSTON","NR","5","2","4","4","57","17","1","11",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.276","CRANSTON","0","1","1","3","8","51","10","1","12",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.277","CRANSTON","0","1","2","2","4","48","5","1","1",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.278","CRANSTON","0","1","0","4","5","61","12","0","2",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.279","CRANSTON","NR","NR","NR","NR","NR","NR","NR","NR","3",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.280","CRANSTON","NR","NR","NR","NR","NR","NR","NR","NR","4",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.281","CRANSTON","NR","NR","NR","NR","NR","NR","NR","NR","5",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.282","CRANSTON","NR","NR","NR","NR","NR","NR","NR","NR","6",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.283","CRANSTON","NR","NR","NR","NR","NR","NR","NR","NR","7",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.284","CRANSTON","NR","NR","NR","NR","NR","NR","NR","NR","8",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.285","CRANSTON","NR","NR","NR","NR","NR","NR","NR","NR","9",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.286","CRANSTON","NR","NR","NR","NR","NR","NR","NR","NR","10",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.287","CRANSTON","NR","NR","NR","NR","NR","NR","NR","NR","11",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.288","CRANSTON","NR","NR","NR","NR","NR","NR","NR","NR","12",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.289","CUMBERLAND","0","2","0","0","5","7","0","0","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.290","CUMBERLAND","0","0","0","1","3","8","3","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.291","CUMBERLAND","0","2","0","0","5","8","0","0","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.292","CUMBERLAND","0","0","0","2","12","7","1","2","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.293","CUMBERLAND","NR","2","0","2","9","5","0","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.294","CUMBERLAND","1","2","0","0","6","8","3","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.295","CUMBERLAND","NR","0","0","1","5","26","2","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.296","CUMBERLAND","NR","0","0","0","0","18","0","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.297","CUMBERLAND","0","1","0","0","1","13","0","0","9",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.298","CUMBERLAND","NR","0","0","0","0","19","5","0","10",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.299","CUMBERLAND","0","0","0","0","2","15","4","0","11",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.300","CUMBERLAND","0","1","0","0","2","6","1","0","12",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.301","CUMBERLAND","0","0","0","0","2","13","1","0","1",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.302","CUMBERLAND","0","1","0","0","0","13","4","0","2",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.303","CUMBERLAND","0","0","1","0","3","13","0","0","3",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.304","CUMBERLAND","0","0","0","0","2","11","2","0","4",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.305","CUMBERLAND","0","0","0","2","1","16","1","0","5",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.306","CUMBERLAND","0","0","0","0","2","12","1","0","6",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.307","CUMBERLAND","0","0","0","1","3","11","1","0","7",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.308","CUMBERLAND","0","1","1","0","2","11","2","0","8",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.309","CUMBERLAND","1","0","0","1","2","9","0","0","9",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.310","CUMBERLAND","NR","1","1","2","2","11","2","0","10",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.311","CUMBERLAND","NR","1","0","0","2","10","2","0","11",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.312","CUMBERLAND","0","0","0","0","1","11","2","0","12",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Rhode Island\Formatted Data.313","CUMBERLAND","0","0","0","1","0","10","1","0","1",2024
